0.061465	-0.023923	-0.049189	-0.011666	-0.029046	-0.120913	-0.045957	0.009664	-0.123799	-0.033450	-0.084340	-0.144542	0.487432	0.101144	-0.241431	-0.099440	0.059600	-0.074335	-0.324618	0.071252	-0.251159	0.280760	-0.026966	-0.071733	0.266351	-0.103574	-0.087508	0.017849	0.376358	0.072363	0.345118	-0.027543	-0.150704	-0.101215	0.380116	-0.093036	0.070727	-0.063054	0.085006	-0.090063	0.284564	-0.211505	-0.109561	-0.116621	-0.617031	-0.311009	-0.106896	0.258409	-0.139481	0.130901	0.015689	0.292218	0.361217	-0.047385	0.184126	-0.035875	-0.141894	-0.104971	-0.107052	0.237658	0.046238	-0.009651	0.448396	0.180097	-0.301252	0.298385	0.012057	-0.267472	-0.054138	-0.266250	-0.099186	-0.055993	0.197177	0.208176	-0.052305	-0.095643	0.042344	-0.001837	0.135923	0.129823	-0.062382	-0.074723	-0.051326	0.124342	0.533074	-0.078397	-0.139619	-0.107178	0.125462	-0.011312	-0.183741	-0.063339	-0.082284	0.144478	0.028167	-0.207332	-0.019579	-0.194433	-0.064926	-0.119462	0.334830	-0.357518	-0.325923	-0.117386	-0.308162	0.047915	0.168362	0.036357	-0.321719	0.330487	0.247423	-0.234747	0.045777	0.327591	-0.285601	0.147322	0.417079	0.260909	0.114751	0.041173	0.176772	0.221063	0.110474	-0.098269	0.059696	-0.258079	0.222219	0.104209
0.215402	0.135286	0.011213	0.096708	-0.204748	0.066328	-0.274849	0.236874	-0.179535	-0.046393	0.034285	0.181307	0.296953	0.025391	0.032565	0.250969	0.129255	0.153404	-0.435368	0.071514	0.049329	0.185810	0.145291	-0.076196	0.326684	0.156073	-0.013751	-0.098174	0.176507	0.230547	-0.241067	-0.404796	-0.026985	0.011455	0.279004	0.118174	-0.192600	0.099106	-0.211383	0.035703	0.105389	-0.472789	0.087591	0.235257	-0.193059	-0.148560	0.072641	0.011494	0.118967	0.101679	-0.292440	-0.000156	0.065317	-0.036459	-0.031331	-0.228237	-0.012064	0.100328	0.049321	-0.024402	-0.187285	0.000203	-0.096215	0.083811	-0.030774	-0.054327	-0.152477	0.080672	0.241007	0.045634	0.003284	-0.037527	0.248553	-0.207394	0.046934	-0.288438	0.167439	-0.141862	-0.073646	0.020800	-0.225155	-0.030433	0.039310	0.087438	0.304456	0.009823	0.092675	0.131117	0.143112	0.182960	-0.123489	-0.248158	-0.060195	0.105407	0.004725	0.075199	0.016023	0.166994	-0.071092	-0.078944	-0.221078	-0.334932	0.296356	-0.178248	-0.260359	-0.160666	0.192317	0.048655	-0.249630	-0.159116	0.156973	-0.017748	-0.132272	0.423337	0.326241	0.132247	0.112526	-0.028875	-0.169905	0.528500	-0.212065	-0.133418	0.044090	-0.046800	0.053786	-0.123032	0.187058	0.002899
0.214887	-0.268820	-0.197315	0.055985	-0.055970	0.125864	0.258094	0.233397	0.052572	-0.238940	0.252783	-0.060247	-0.041051	-0.210117	-0.420797	-0.255001	0.551241	0.075749	-0.383128	-0.181912	-0.135035	0.431474	0.166283	-0.203146	0.178983	0.245933	-0.080654	0.323849	-0.094505	0.041783	-0.064772	0.310505	0.295816	0.212769	0.559395	-0.034722	0.094620	0.260098	-0.321624	-0.102506	-0.067579	-0.542328	0.022549	-0.037741	0.267641	0.232908	0.134409	-0.096000	-0.157492	-0.121832	-0.277986	-0.098147	0.123285	-0.083935	-0.321120	-0.141861	-0.449427	-0.312051	-0.207567	-0.163248	-0.015960	-0.039000	0.271663	-0.236791	0.177814	0.069874	-0.114076	0.040990	-0.140145	-0.024642	-0.379257	-0.267119	0.271522	0.198762	-0.048706	0.115682	0.075557	-0.164028	0.201184	-0.411654	-0.213515	0.265070	0.045819	0.062546	0.458355	-0.011771	0.228397	0.003838	0.125980	0.240698	0.322774	0.281822	-0.019189	-0.329130	-0.060924	0.031746	0.253035	0.073131	0.263266	-0.093318	-0.268105	-0.080799	0.370927	0.276327	-0.148685	0.264084	0.135601	0.356608	-0.070299	0.313415	0.304335	-0.443694	0.199417	0.083106	0.127868	0.452381	0.141768	-0.302987	-0.122785	0.042347	-0.294615	0.198487	0.175689	0.017338	0.077161	0.215030	-0.377477	0.155067
0.012927	0.299754	0.116619	0.038893	0.441447	-0.098777	-0.146806	0.046527	0.272282	-0.262254	-0.073212	-0.016737	0.268896	-0.182976	0.257047	0.009381	0.103507	0.065749	0.000076	0.290908	0.279141	0.297029	0.127404	-0.114573	0.177070	-0.218922	0.088986	0.362449	0.102530	0.038800	0.100456	-0.389658	-0.173296	-0.284681	-0.090294	-0.002060	0.017869	-0.284378	0.281700	-0.376846	-0.059305	-0.302174	0.117151	-0.048096	0.103685	-0.174775	0.129500	0.145657	0.103246	-0.103675	0.193062	0.070722	0.077802	-0.064134	0.332478	-0.229892	0.025904	-0.260203	0.051367	0.233535	-0.188386	0.249659	0.283850	-0.260691	-0.169318	0.029878	-0.444682	0.028370	0.153935	-0.223742	0.067242	0.239410	-0.017832	0.262272	-0.234727	-0.000241	0.128564	-0.039162	-0.200545	-0.047922	0.204703	0.244717	-0.041097	0.182012	-0.156818	0.299509	-0.305012	0.174049	-0.005776	-0.207496	-0.139639	-0.140964	-0.007504	0.013357	-0.011270	-0.186482	-0.090877	0.130832	0.448576	-0.066779	0.115025	-0.053137	0.445735	-0.034524	-0.024706	0.001828	0.055718	0.189452	-0.238242	-0.048240	0.086390	-0.024594	-0.149848	-0.313024	-0.318543	0.285291	0.251147	-0.346084	0.235585	-0.154682	0.097604	-0.286641	-0.172394	-0.079652	0.053533	-0.143083	0.111445	-0.219470
-0.332083	0.082874	0.387657	-0.099286	0.022224	-0.162485	-0.177141	-0.242780	0.090693	-0.217413	0.021315	0.058077	0.192026	-0.495088	0.449232	-0.090544	-0.106640	-0.097615	-0.027584	-0.212025	-0.298397	-0.056944	-0.060687	0.180583	-0.016361	0.001120	-0.047932	-0.176776	0.350545	0.251657	-0.214445	-0.309080	0.180163	-0.009801	-0.017458	-0.209330	0.143040	-0.117128	0.194215	-0.114358	0.529246	-0.135254	-0.169432	-0.225866	0.319336	0.177545	-0.246682	-0.123653	0.286347	0.100736	0.265161	0.032305	-0.289282	0.099614	0.002874	0.043216	0.053751	-0.471054	-0.007131	-0.127092	-0.314894	0.146335	-0.224184	-0.088100	0.178983	-0.079475	-0.081293	-0.055476	-0.163970	0.126536	0.141136	0.331555	0.295143	0.528654	-0.187494	0.048054	0.223837	-0.135066	-0.214930	-0.127338	-0.137737	0.133939	-0.211942	-0.081681	0.256561	0.016020	0.124912	0.214052	0.041323	0.437731	0.062645	-0.066709	0.185059	-0.116416	0.137143	0.016426	0.475345	-0.362011	0.152869	0.005611	0.147710	-0.309215	0.222859	0.165339	-0.071400	-0.006623	0.466003	0.038772	0.278649	0.110678	0.252422	-0.447454	-0.454031	0.174532	-0.020981	0.147006	-0.070568	-0.099538	-0.067000	-0.171424	-0.103788	0.021218	0.351767	-0.212906	0.021582	0.479248	-0.230828	-0.164512
-0.201304	0.022761	0.041996	-0.064680	0.030311	-0.172935	-0.068101	0.178433	0.293185	-0.165797	-0.031739	0.117848	-0.134878	0.125479	0.162717	-0.192939	-0.189514	0.015206	0.236633	0.035815	-0.125760	0.160475	-0.048241	0.139448	0.005875	0.032687	0.224512	0.085987	0.171096	-0.429269	0.007974	0.101296	-0.049961	-0.153948	-0.085727	-0.177065	0.200928	-0.013283	-0.055402	0.004148	-0.189947	0.145011	0.020384	-0.068481	-0.082684	-0.011905	-0.141782	-0.031009	0.087290	0.111676	0.019114	0.045277	-0.081411	0.146917	-0.147947	0.104912	0.478009	-0.002995	-0.174656	0.202184	0.167934	0.168923	-0.239259	0.069970	0.007018	0.095036	-0.071563	-0.345852	0.249340	-0.215598	0.151415	-0.069474	0.004982	0.173722	0.013408	-0.058144	-0.216928	0.124463	-0.073732	-0.024788	0.024461	-0.052169	-0.265063	0.460991	-0.120328	0.219869	0.544550	-0.215762	-0.329768	0.231450	0.046930	-0.073448	-0.080594	0.015598	-0.228494	-0.133358	-0.086828	0.102857	0.101460	-0.015203	0.021421	0.453960	-0.291467	0.154887	0.009506	-0.277142	0.114177	-0.124002	0.084989	0.121683	0.098341	0.156262	0.112385	0.072153	0.138734	0.007776	0.037818	-0.223119	0.300840	0.095016	-0.134302	0.006807	0.069128	-0.267828	-0.135282	-0.020484	-0.024124	0.107179
0.080871	-0.353391	0.228779	0.071446	0.121439	0.125827	-0.250144	0.179691	-0.059945	0.048231	-0.065534	-0.047390	-0.162536	0.328133	-0.070960	-0.168939	-0.104271	-0.068421	-0.082247	-0.142500	0.210250	-0.070637	-0.069448	0.101772	0.095113	0.305609	-0.015021	0.161646	0.083458	0.074762	-0.066255	0.119679	-0.099534	0.052017	0.327557	0.145991	0.196300	0.020192	-0.019414	-0.009284	0.145696	-0.042689	-0.010038	-0.015490	0.174967	-0.307602	-0.172122	0.383275	-0.105388	0.241379	0.092990	-0.026406	-0.177265	0.016499	0.111521	0.069861	-0.173242	0.185643	-0.285494	-0.017535	0.161786	-0.125025	0.023906	0.053874	0.089775	-0.041436	-0.387724	-0.272099	0.111684	0.349628	-0.090775	-0.238315	0.128876	0.177262	-0.117339	-0.301886	0.092638	-0.027303	0.107765	0.019962	-0.064752	0.066786	0.088921	-0.159090	-0.011729	-0.163063	-0.106438	0.117977	-0.135005	-0.065074	-0.376561	0.242103	0.006040	-0.081057	0.190846	-0.206770	-0.136398	0.222449	-0.156876	0.235071	-0.261562	-0.130134	-0.076293	-0.008953	-0.001776	-0.065820	-0.059215	-0.090491	-0.136004	0.008939	0.049035	0.031308	-0.011081	0.302697	-0.024065	0.116576	0.139038	-0.107925	0.147456	0.017732	0.247254	-0.026073	-0.179539	-0.433329	0.282638	-0.302112	0.024838	-0.215456
0.097937	-0.332529	0.132752	-0.050046	-0.210115	0.121320	0.029386	0.109803	-0.363570	-0.008789	-0.188224	0.111876	0.048886	0.095613	-0.047215	0.050846	0.087458	-0.200268	0.155547	0.172057	-0.019338	0.184947	0.073807	0.277677	-0.217192	0.048594	-0.007958	-0.225672	0.129203	-0.109114	-0.167862	0.277117	-0.417283	0.358465	0.059035	0.089691	0.174540	0.036893	-0.037382	0.407511	0.181063	0.106556	-0.011141	0.278616	0.010727	0.075613	0.319784	0.034420	-0.096338	0.108663	-0.194600	-0.153800	-0.103936	0.243573	-0.103828	-0.008904	0.142476	-0.022424	0.206722	-0.077038	-0.023568	-0.172167	0.156161	-0.204638	-0.030326	0.143035	0.322064	0.006156	0.004478	0.082633	0.143276	0.311299	0.131305	0.064557	0.092230	-0.054301	-0.032937	-0.063435	0.173420	-0.010481	0.104475	-0.161005	-0.002694	0.160389	0.184239	-0.124442	0.111900	0.079015	-0.102225	0.267456	0.023549	0.151632	-0.216514	0.103023	0.020641	0.088994	0.193024	0.135804	-0.150995	0.052483	-0.161597	-0.139776	-0.325946	0.148438	0.075107	0.199724	0.273679	-0.040378	0.027583	-0.012132	0.082280	0.188232	0.110672	0.389909	-0.152079	0.265493	0.122489	0.374140	0.221208	-0.001299	-0.144856	-0.075517	-0.072874	0.274659	0.052067	-0.293080	-0.102983	0.151287
-0.245638	0.076427	-0.092025	0.041547	0.084760	0.109958	0.104071	0.212322	-0.101408	-0.170397	0.172423	0.104842	0.096861	0.238033	-0.199088	-0.167590	0.028437	0.019518	0.037139	0.100773	-0.157298	-0.168192	-0.009958	-0.094136	-0.230986	0.485273	0.084992	-0.110625	-0.081850	0.073074	0.120206	0.072880	-0.482756	-0.198629	0.182820	0.014671	0.008129	0.028006	-0.210200	-0.117394	0.028302	-0.387684	0.181422	-0.071289	0.156558	0.113158	0.109043	0.049132	0.287843	-0.006927	-0.140690	-0.007282	0.127432	-0.135941	-0.160427	0.146511	-0.283245	0.183629	0.155505	-0.080869	0.072471	-0.163316	-0.004545	0.363411	-0.278166	-0.328402	0.091921	0.092725	-0.123188	0.102065	-0.372034	-0.048624	-0.004662	-0.015433	0.050336	-0.139955	0.184207	0.141903	0.002985	0.090726	0.248875	0.176070	-0.056377	-0.202955	-0.057787	0.286891	-0.000501	-0.016973	0.072324	0.008551	-0.001893	0.267328	0.477724	0.002581	0.019367	0.033323	0.012252	-0.001504	0.026173	0.010352	0.035295	0.160390	0.179318	-0.246990	0.036668	0.294052	-0.094801	0.117225	0.276086	0.145780	0.195485	-0.050840	0.170303	-0.330499	0.029828	-0.223925	-0.064093	-0.173914	-0.050206	-0.050421	-0.293978	0.341387	-0.144171	0.023927	0.189387	-0.335224	-0.229539	-0.077478
-0.157343	0.262955	-0.152502	-0.322439	0.087882	0.569982	-0.112491	0.136339	0.341872	-0.046403	-0.001465	-0.240472	0.172811	0.343794	-0.195769	0.245667	-0.156151	0.009513	0.156764	0.361908	0.030845	-0.120517	-0.028991	-0.053752	-0.298736	-0.038544	-0.091054	-0.073118	0.110492	0.028909	0.359265	0.171302	-0.097104	-0.006927	-0.241232	0.201771	-0.071264	-0.277578	0.063253	0.163511	0.135655	0.067757	-0.263306	-0.015380	-0.176086	0.002904	-0.274954	0.031318	0.290846	0.216157	0.145361	-0.258535	-0.133329	0.040118	-0.043480	-0.027440	0.270449	-0.029086	0.091856	-0.005835	-0.181288	0.127977	-0.008491	-0.175084	-0.038496	0.295443	0.109428	0.351522	-0.355335	0.125736	-0.200643	-0.154313	0.222858	0.081750	-0.004647	-0.328982	0.260597	0.079560	0.159403	0.072244	0.259203	-0.024341	0.022327	0.288725	-0.260925	0.273089	0.023029	0.090366	0.099441	0.066517	0.015554	0.091502	0.348790	0.053419	-0.004816	0.045448	0.119076	-0.150701	-0.079513	-0.040799	-0.087176	0.432681	0.106289	-0.169022	0.099120	-0.270833	-0.166127	-0.311268	-0.288390	-0.055804	0.010707	0.158831	-0.086165	0.027627	0.376576	0.175374	0.171427	-0.353876	0.238229	-0.159897	-0.003180	-0.474540	0.143041	0.239951	0.086730	0.097039	0.134178	0.047730
