0.035474	0.133152	-0.643294	-0.389485	0.363166	-0.503372	0.061724	-0.105197	-0.095607	-0.317216	-0.050241	-0.382185	-0.130560	-0.150425	0.631512	0.253507	0.160347	-0.533522	-0.187492	0.040870	0.300893	0.234860	0.068036	-0.401565	-0.103752	0.041312	-0.215067	-0.230245	-0.309501	0.223681	-0.161756	-0.062987	-0.572417	0.004911	0.521887	0.084844	0.608994	-0.602376	-0.680378	0.035954	-0.380087	1.050487	0.120234	0.073002	0.218110	-0.366063	0.494434	-0.204153	-0.021312	-0.490203	0.497906	-0.667263	0.246342	0.072507	0.249960	-0.311631	-0.089435	0.235033	0.187661	0.172266	-0.155015	0.463911	0.287913	-0.034142
0.077930	0.090200	0.392525	-0.262856	0.744936	0.123902	0.354983	0.006764	0.033860	0.706258	0.115010	0.630994	0.179787	-0.666841	0.118874	0.985569	-0.687543	0.940614	0.159280	-0.508391	0.318600	-0.279615	-0.320692	-0.266904	0.073668	-0.199526	-0.161649	0.305559	-0.059524	0.416018	-0.083077	-0.142762	-0.008590	-0.148799	-0.438048	0.180972	-0.025302	-0.145448	0.129162	-0.157267	-0.006771	0.001221	0.046878	-0.052247	-0.464346	-0.064983	-0.663140	-0.129436	-0.085792	0.195167	0.065467	-0.049102	-0.295851	0.685997	-0.183333	0.465002	-0.368227	-0.455274	-0.441592	0.133392	0.019010	-0.123382	-0.035133	-0.037460
-0.133422	0.018003	-0.467696	-0.065207	-0.469638	0.223117	-0.028714	0.010338	-0.451408	0.208591	0.767234	-0.310098	-0.304430	-0.090796	0.296883	0.142466	0.235802	0.045063	0.040110	0.744985	0.042887	0.046269	0.126056	-0.018803	0.000591	-0.197887	1.504371	0.000298	0.085694	0.151253	-0.132073	0.173127	0.114703	-0.125770	-0.167879	0.185567	-0.789368	-0.211325	-0.359398	-0.010152	-0.031820	-0.170397	0.279867	-1.216768	-0.023527	1.085567	0.138150	-0.064673	-0.681571	-0.244147	0.416980	-0.141955	-0.301973	0.225559	0.086803	-0.112000	0.968039	0.487199	-0.133817	-0.611872	-0.419578	0.193889	0.417875	0.614634
-0.264201	-0.089593	-0.806458	0.262777	0.550184	0.742782	-0.309807	-0.256889	0.170484	0.449495	-0.149897	-0.492944	0.346705	0.155303	-0.433456	-1.051105	-0.396922	0.634287	-0.222219	-0.249658	0.192185	0.117288	-0.013607	0.439038	0.382154	0.092052	0.442806	-0.018759	-0.557278	0.054896	0.309730	-0.234726	0.801082	0.035831	0.179915	-0.274024	-0.050393	0.592790	0.648614	0.173472	0.050998	-0.294304	-0.160251	0.474623	0.212919	-0.159531	0.393829	0.348818	-0.733636	-1.209640	0.041138	-0.095800	-0.009698	0.205632	0.047789	0.061058	0.130797	0.787104	-0.967520	0.029748	-0.183913	-0.929405	0.485841	-0.243416
0.603024	0.247857	0.409018	0.179494	-0.054022	-0.320286	0.646624	0.482535	0.130891	0.177291	-0.279243	0.304463	0.801421	0.420069	-0.755936	0.167432	-0.011684	0.019287	0.672781	0.560176	-1.011738	-0.041969	-0.165420	0.264586	-0.176546	0.166625	0.092952	0.609520	0.141437	1.244382	-0.050697	-0.002357	-0.091515	-0.075891	0.401790	-0.218390	-0.437523	0.034488	-0.390919	0.385851	-0.143124	-0.286548	-0.010382	0.159154	0.314597	-0.224918	-0.277514	-0.229019	0.393615	0.116844	-0.279539	0.511417	0.091461	-0.087245	0.016745	-0.543217	-0.096531	-0.468343	0.198925	-0.829593	-0.875027	0.681102	-1.130185	0.027249
-0.145097	1.022161	1.054518	-0.351794	0.104296	-0.013326	-0.054684	-0.026974	0.278357	-0.080512	0.245775	0.575173	-0.245024	-0.623554	0.212006	-0.150733	0.277260	-0.397622	0.379953	-0.021174	0.360984	-0.113507	0.093567	0.502582	0.163023	-0.079777	-0.100709	0.319459	-0.330083	-0.244310	-0.291865	-0.322093	0.453553	0.237959	-0.593202	-0.375076	0.219175	1.248993	0.659949	-0.432594	0.041010	0.907270	0.697098	-0.455593	0.029851	-0.612296	0.265929	0.605930	-0.474979	-0.894372	-0.782892	0.868953	0.444339	-0.204733	-0.075769	-0.351731	-0.316580	-0.314676	-0.319325	0.213196	-0.355934	-0.660931	0.082906	0.012606
0.115793	0.530813	0.345006	0.522103	0.568193	-0.248060	-0.160488	-0.815595	-0.225457	-0.516187	-0.011379	0.341333	-0.137409	0.326405	0.283891	-0.149434	-0.484352	-0.543314	-0.010101	-0.033178	1.027128	-0.076638	-0.089185	-1.286768	0.148154	0.191221	-0.574426	0.144238	0.233137	-0.199907	-0.335502	0.375208	0.181698	-0.052224	0.422711	-0.096174	-0.151777	-0.078715	-0.141517	-0.142969	0.307471	-0.413680	0.729749	-0.266547	0.195344	0.301487	0.209241	-0.011138	0.552901	0.042348	-0.338178	-0.425853	0.213473	0.104203	0.145046	0.236588	0.103198	-0.086277	-0.004919	0.067412	0.482748	-0.243011	-0.334689	0.097103
0.503268	0.161176	-0.208522	0.669665	-0.229477	0.206870	-0.269780	-0.163494	-0.102079	0.145882	-0.154574	0.009236	0.128180	0.616004	0.205308	0.409982	-0.023901	0.007157	0.291148	-0.317238	-0.701199	-0.308963	0.490585	0.309869	0.237697	-0.161519	-0.533661	-0.311135	-0.052051	0.419312	-0.011226	-0.225239	-1.308280	0.082184	-0.888557	0.308203	0.045320	-0.038221	0.803717	-0.028975	-0.463053	-0.228227	0.002433	0.408084	-0.253071	0.365357	-0.638168	0.274604	-0.033809	-0.183191	0.108308	-0.049759	0.043743	0.468846	0.284403	-0.287591	0.231608	-0.757298	0.199779	0.776455	-0.358162	0.616823	0.473371	-0.159633
-0.305629	-0.103049	0.567703	-0.006348	-0.905743	-0.515568	0.220099	0.292140	0.488315	0.027047	-0.096556	-0.570094	0.100529	0.144110	-0.264100	-0.528142	0.715227	0.099247	0.371769	-0.855807	-0.543794	0.192212	-0.317606	0.051072	0.045245	-0.026202	-0.444090	-0.371758	0.423963	-0.865796	0.237255	0.245739	0.251132	-0.380314	-0.147222	0.515779	0.385116	0.259662	0.260692	-0.404948	0.467696	0.175295	0.586705	-0.399497	-0.234958	0.303821	-0.162537	0.015245	0.576878	0.255736	0.353075	-0.280858	-0.605494	-0.685883	-0.010910	0.575098	0.244347	1.140620	-0.410819	0.025006	-0.065202	-0.067149	-0.455975	-0.390987
-0.871356	-0.182974	-0.055151	-0.818292	0.116180	-0.209245	-0.211310	0.380029	-0.476798	-0.052431	0.286943	-0.309934	0.079834	-0.029469	-0.109993	0.323894	-0.187484	-0.275058	-0.332390	-0.033421	-0.851525	0.260300	-0.291531	0.209425	0.100834	-0.142469	0.295889	-0.292038	-0.335279	0.017579	-0.460206	0.015787	0.713398	0.226513	0.670333	0.342624	-0.122933	-0.101825	0.111353	0.114033	0.269768	0.889680	-0.521258	0.326095	0.637898	0.128975	0.156221	0.574795	0.511131	0.182828	0.640886	1.018511	0.053347	-0.796281	-0.327398	-0.000612	-1.294313	0.084829	-0.214308	-0.268079	-0.129314	0.456776	0.569922	-0.211358
