-0.223586	0.357533	-0.077019	-0.479508	0.033109	-0.161227	0.107277	0.096086	0.072519	0.065854	0.264629	0.111031	0.139026	0.042580	0.185203	0.293386	0.217718	-0.240374	-0.016496	0.172581	0.068253	0.215189	0.111675	0.100008	0.209656	0.263704	0.085252	0.073739	0.114676	0.381522	-0.258110	-0.148510	0.149466	-0.163177	0.175577	0.172429	0.237891	0.134784	0.233617	0.093395	-0.151952	0.271690	-0.047315	0.207322	-0.002410	0.015356	0.466718	0.315078	0.096717	-0.163601	-0.228734	-0.374860	-0.154500	0.052246	-0.015138	-0.144018	0.255584	0.367736	0.223607	0.116303	0.019053	0.097941	0.391759	0.294661
-0.156956	0.119515	0.265642	-0.086789	0.209946	0.260697	0.145223	0.396564	-0.308098	0.126982	-0.013316	0.410594	0.090384	0.058291	0.089994	-0.121940	-0.004846	0.533102	0.138813	-0.268346	0.159834	-0.164336	0.208716	-0.033301	-0.158976	0.079903	0.052742	0.158029	-0.061739	0.281800	0.213458	0.150779	0.118166	-0.070830	-0.044679	0.081673	0.131105	0.040328	0.157428	0.042228	0.067062	0.182111	-0.174306	0.521952	-0.069559	0.332279	-0.129438	0.540479	0.085350	0.372069	0.258603	0.151845	-0.026096	0.231886	-0.016594	0.629844	0.436343	0.002525	-0.195432	0.089520	0.142571	0.111709	-0.078855	0.127359
0.024072	0.033764	-0.213738	0.051564	-0.228178	0.456987	0.104979	-0.191451	-0.091354	0.241386	0.191028	0.065945	0.109233	0.117801	0.131571	0.209643	0.357192	0.381161	0.045752	0.420589	0.353054	0.188051	-0.153462	-0.042331	0.055285	0.004134	0.326824	0.127144	0.053525	0.016509	-0.156306	0.240733	0.168482	0.064746	0.264599	0.083953	-0.196683	-0.104990	0.192031	0.131778	0.190553	0.113218	0.193987	-0.386137	0.265690	0.515666	0.251940	0.331573	-0.009887	-0.114730	0.496106	0.020282	-0.147022	0.128635	0.030235	0.309125	0.372027	0.180339	0.069463	0.020712	0.013905	0.280852	0.096481	0.346777
0.031904	-0.067479	-0.225307	0.500415	-0.155724	0.433693	0.093981	0.085235	0.199927	0.441694	0.198901	0.177910	0.162767	-0.053364	0.072936	-0.159980	-0.080698	0.010827	0.321570	0.009104	0.163861	0.156467	0.330544	0.182671	0.271747	0.295239	0.180873	0.072638	-0.159842	0.020313	0.218371	0.062835	0.161555	0.301510	-0.076926	0.280354	0.426770	0.370471	0.120957	0.082738	-0.193730	0.097504	0.158818	-0.467179	0.037856	0.368061	0.029040	0.054353	0.011528	-0.081715	0.208804	0.521924	0.148700	0.176862	0.352531	-0.027789	0.143598	0.077505	-0.217621	0.135787	-0.069456	-0.080027	0.335134	0.033411
0.341701	0.226925	0.337402	0.136657	-0.250258	-0.178321	0.195645	0.215233	-0.161798	0.044584	0.041935	-0.101923	0.218728	0.313807	0.005997	0.009030	0.050869	0.189869	0.191573	0.303310	0.076625	0.120476	-0.033531	0.117657	-0.248220	-0.025218	0.117338	0.252483	0.400548	-0.079344	0.086628	-0.227725	0.148447	0.063582	0.448681	0.266243	-0.044509	0.082254	-0.439681	0.148837	0.436971	0.129926	-0.017762	0.377304	0.301741	-0.220225	-0.078290	-0.011996	0.153559	0.297517	-0.031025	0.322170	0.314799	0.102785	-0.087424	0.071746	-0.148200	-0.070516	-0.037598	0.004190	-0.057929	0.502274	-0.297928	-0.052113
0.292488	0.302243	0.270341	0.342639	0.605363	-0.000586	0.066089	0.060263	0.601859	0.375082	0.171536	0.220664	0.050737	-0.270992	0.132238	0.080644	0.182199	-0.110735	0.114246	0.001955	-0.109304	0.113472	0.453316	0.380398	0.268818	0.229304	0.061236	0.140356	0.115431	0.269878	0.349775	0.158806	0.178004	0.370449	-0.102133	-0.347501	0.110028	0.357462	0.394066	-0.014037	0.087276	0.295065	0.463967	0.102558	0.134190	0.059863	0.012649	0.299934	0.073908	-0.371925	0.198483	0.514795	0.243777	-0.026712	0.238375	-0.248809	0.340008	0.113792	-0.201160	0.080292	-0.034854	-0.122101	0.127561	0.157952
-0.089804	0.338620	0.411127	0.134956	0.392625	-0.367442	0.080607	0.063156	-0.044655	-0.228001	0.224670	0.188879	0.146613	0.403287	0.146430	0.434035	0.178965	0.129638	-0.018084	0.093468	0.096676	0.169539	-0.083384	-0.056823	-0.138284	0.410212	0.026610	0.089635	0.274234	-0.233995	-0.233009	0.397217	0.153648	0.571184	0.163629	-0.069020	0.095301	0.130461	0.399941	0.049333	-0.076664	-0.000266	0.308834	0.153205	0.360140	0.118625	0.172431	0.109281	0.166134	-0.183517	-0.189809	-0.292233	-0.019650	0.071131	0.046401	0.192338	0.096354	0.108968	0.081568	0.068360	0.180211	-0.075391	-0.097266	0.153329
0.308733	0.488099	0.069719	-0.073489	0.109386	0.494479	0.095815	0.062006	0.252392	0.043774	0.073846	0.019013	0.181741	0.416590	0.121110	0.187917	-0.036186	0.039803	0.082772	0.111519	0.191388	-0.026346	-0.092482	0.122178	0.413646	-0.193056	0.039966	0.049743	0.041585	0.378004	0.106570	-0.106507	-0.112860	0.038458	-0.092494	0.181217	0.172445	0.053665	0.032087	0.143380	0.285302	0.117603	0.590965	0.114363	0.464084	0.415777	0.044156	0.100436	0.131536	0.255330	0.413795	0.035866	-0.097220	0.468476	0.356290	0.097444	-0.068282	-0.125056	0.236059	0.181512	-0.029113	0.257745	0.137011	0.153381
-0.022530	-0.024300	0.327732	-0.023398	0.261875	0.074327	0.134191	0.024143	0.227749	-0.044417	0.073931	0.043962	0.117652	-0.122351	0.044921	0.021156	0.129951	0.161645	0.472979	-0.401553	-0.168805	0.112036	-0.180662	0.002157	0.383397	0.120033	0.084273	0.097142	0.148934	0.100201	-0.034320	0.246405	0.098657	-0.185455	-0.042883	0.289221	0.013973	0.276428	0.255685	0.048304	0.060168	0.196126	0.351839	-0.304909	-0.023593	0.133040	-0.015090	-0.175053	0.135122	-0.390440	0.228706	-0.098455	0.460940	-0.103428	-0.034483	0.147198	-0.218615	0.383881	0.186046	0.102693	-0.002867	0.154942	0.191405	-0.194763
0.331979	-0.004274	0.081877	0.387354	0.354138	-0.228985	0.081032	0.105980	0.146284	0.248537	0.056633	-0.222112	0.128454	0.136856	0.147599	0.216213	-0.165188	-0.096564	0.157173	0.273680	-0.196542	0.128201	0.262267	0.144124	0.310206	-0.317565	0.154082	0.004502	-0.247581	0.378291	0.293985	0.149944	0.161912	-0.072940	0.290492	0.337320	-0.080694	0.063075	0.092910	0.076890	0.342275	0.284628	-0.082277	0.281094	-0.201320	-0.419087	0.210654	-0.066143	0.157477	0.441338	-0.050021	0.488874	0.225545	-0.106689	0.228191	-0.140514	-0.414194	0.236119	0.051455	0.077484	-0.021823	0.035914	0.347264	-0.157196
